templateId,name,type,eventGuid,desc,parameters,score,node
163,万千兄弟,SpecialEvent,f519f090-9b64-478d-976b-d076a4642b08,于江湖中四散寻访{0}下落的群丐似已返回……,Text,0,False
164,历灾渡劫,LockedEvent,29104798-3e21-4b86-a0b7-623a4595435b,行满功成日，冲霄得道时。{0}将于{1}踏雷渡劫……,Character|Location,0,False
165,轮回转生,NormalEvent,922803b9-05b1-4e0a-ae1e-a131a9a02a03,{0}依稀梦见佛光普照，霓虹满天，{1}降世于{2}……,Character|Character|Location|Character,0,False
166,难入轮回,NormalEvent,41bc794d-cf11-429d-b9f8-70cc50004cc4,{0}依稀梦见佛光黯然，霓虹残照，{1}前来与自己告别……,Character|Character,0,False
167,化外逍遥,SpecialEvent,b9011e4f-7c31-43c5-b84d-3b5ce32bdaf3,{0}逍遥物外，游心太玄，早已勘破人寿，又何惧日月如流……,Character,0,False
168,奇人相寻,SpecialEvent,0568abcc-847a-4b57-a1d4-e65f0fe4dd67,一日，忽有一陌生之人前来，声称要寻找太吾……,,0,False
169,长生之死,SpecialEvent,6b55253d-f236-4de3-a3bf-f6073edeb39c,时有传言，听闻空桑山深处，曾见青烟缭绕……,,0,False
170,空桑昌盛,SpecialEvent,45ef8b55-17b8-4329-9076-14510b775434,江湖言传，空桑一派药毒双绝，已世无敌手……,,0,False
171,空桑衰落,SpecialEvent,28651c0f-ef75-46fe-bdc5-df0818a21fe1,江湖言传，世有奇毒，空桑难敌，终至落寞……,,0,False
172,血犼妖异,SpecialEvent,c1c1d957-f0d2-4d57-8094-21ff8060db0c,传闻血犼教夜有妖异现身，如今教内人心惶惶……,,0,False
173,血犼妖异,NormalEvent,c1c1d957-f0d2-4d57-8094-21ff8060db0c,传闻血犼教夜有妖异现身，如今教内人心惶惶……,,0,False
174,血犼异事,SpecialEvent,d8878cc0-c603-4a29-b02a-d29706c24673,传闻血犼教夜有异事，如今教内人心惶惶……,,0,False
175,鬼怪拦路,SpecialEvent,e385827e-842e-455f-b53e-69526114a43e,八表同昏，鬼怪当道，前有红衣之影，正拦路而来……,,5,False
176,鬼怪出坟,SpecialEvent,90e3fba9-635b-47e6-b855-52f44bf0fb08,红衣老人的坟墓不知何故，一夜之间损毁消失了……,,0,False
177,血光之灾,SpecialEvent,da6711cd-34e9-4e9e-b69a-1f157a42127e,馀血涂地，朝露微红，此处血光妖异，不知何故……,,5,False
178,僵尸突袭,SpecialEvent,2a7bd0ce-5501-4903-895d-b12ab055f9f1,死者之浊臭渐生，一道血红身影忽而袭来……,,5,False
179,乡亲之睦,SpecialEvent,8cc2a127-f3fb-47a7-b532-d7c720aadcbb,太吾村中，姬穸初来乍到，乡亲邻里关怀备至……,,3,False
180,邻里之爱,SpecialEvent,5a31b540-169d-4d0c-9f9c-1a0e916c1b90,太吾村中，姬穸不习水土，乡亲邻里关怀备至……,,3,False
181,村中怪事,SpecialEvent,aa41ddfb-7486-4936-a4e0-95de149e0866,太吾村中，近日怪事频发，常有夜半诡声……,,5,False
182,山野之王,SpecialEvent,0c0d8040-e32a-4c9b-89e8-d2a66deb77ad,太吾村中，姬穸百无聊赖，意欲前往山中散步……,,3,False
183,太吾佳肴,SpecialEvent,78902930-82c0-45ca-a8cf-d8b69fe45b9e,太吾村中，姬穸饮食不佳，似有几分苦恼……,,5,False
184,姬穸与鸡,SpecialEvent,68208a24-c2ee-4aee-baab-af39b8d520a6,太吾村中，姬穸百无聊赖，似对元鸡心生好奇……,,3,False
185,疑心根种,SpecialEvent,a7fd1ac2-dd4e-4bb2-b3ef-6c5c58d8ec54,太吾村中，姬穸时常行踪不定，似有秘密深藏……,,3,False
186,少女心事,SpecialEvent,1f55792d-0cee-4fe4-8cfc-9bd14cc8bc0f,太吾村中，姬穸似有心事，伫立田边沉思……,,5,False
187,疑梦相悲,SpecialEvent,dcad7254-ec58-4cc2-9137-d03ac4e13f02,心生疑窦，悲梦寥落，太吾村中，怪事频发，真相似已水落石出……,,15,False
188,血犼昌盛,SpecialEvent,067d958c-97b8-4f83-bcbe-7ecabe60e4cb,江湖言传，血犼众人寻得祖师，奉拜鬼王，血犼邪法大成，终得昌盛……,,0,False
189,血犼衰落,SpecialEvent,71808dbc-54e0-44b6-8294-0552e255d74c,江湖言传，血犼祖师遭人镇压，鬼气散尽，血犼邪法难成，终至落寞……,,0,False
190,塔林崩塌,SpecialEvent,08f5d9e1-7129-434c-ae5c-8e93a821cb73,少林寺中，佛塔成林，如今却接连崩塌，不知何故……,,3,False
191,两僧论禅,SpecialEvent,60d1ec84-bbb4-4ea6-8166-958256cff1cc,少林寺中，偶然得遇两僧论禅，不知所论为何……,,5,False
192,老僧入梦,SpecialEvent,3347bc78-93b7-4c5f-9b06-c6a216e6947c,一梦既见佛陀，老僧恰入梦来……,,10,False
193,妙法佛梦,SpecialEvent,fcfce344-8973-47e7-809a-7c68cad15500,心生则佛生，心起则梦起，佛陀难见，禅机难求，缘法何其妙哉……,,10,False
194,机缘未到,NormalEvent,fd31d2eb-bdfd-4ee1-932d-ee4aa9da6ed1,时运虽至，缘法未够，虽得佛陀一梦，却尚未修得正果……,,5,False
195,达摩挑战,NormalEvent,2e13b2da-b596-4fd5-a0a6-2621887e9d7f,梦中习武已久，终有试炼之时，老僧入梦，今日或需一战……,,10,False
196,佛法将成,NormalEvent,6847842a-bd1e-4794-a939-263d2f7a144e,心若清净，无复魔业，如今佛梦之因缘，终得修成……,,15,False
197,佛法将成,NormalEvent,bea0d4a5-9bf8-4cff-8169-2512213ff7b4,心若清净，无复魔业，却知佛法万相，竟已是修成……,,15,False
198,少林昌盛,SpecialEvent,57fae04a-a3e9-4a27-af66-07e0987482dd,江湖言传，少林僧众业已寻得达摩舍利，因受高人点拨，悟得禅机，终得昌盛……,,0,False
199,少林衰落,SpecialEvent,5ad8be88-9798-4595-bbfe-905a0c60a0a9,江湖言传，少林僧众业已寻得达摩舍利，修塔供奉，追捧塑像而不得禅机，终至落寞……,,0,False
200,深夜听琴,SpecialEvent,b3df5518-fcbb-4407-ae57-ab49fba4dd95,璇女弟子本擅音律，途径此处却忽闻琴声，呕哑嘲哳，不成曲调……,,10,False
201,同路而行,SpecialEvent,a17b887c-9028-409d-ba61-ea34c72fd978,一路同行，筠儿之师姐似有几分心事难言，或可闲聊一二……,,5,False
202,孤鸾别鹤,SpecialEvent,989bf6bb-ae10-40da-9eb7-f13dc2d8ecbc,天有不测，世有无常，{0}本已为筠儿寻得系心之人，欲同返璇女之时，却久候不至……,Character,10,False
203,璇女昌盛,SpecialEvent,84c837c7-504c-455b-b65f-aa9d6d162354,江湖言传，璇女一派悟得一明珏之秘，参透世间情爱，终得昌盛……,,0,False
204,璇女衰落,SpecialEvent,3e7ba69b-59b4-40ed-afd4-42c8efef5090,江湖言传，璇女一派不得一明珏之秘，断绝情爱，苦修无果，终至落寞……,,0,False
205,武当闲话,NormalEvent,03546449-7d1a-453e-8676-32b4eecbb76a,此地吵嚷不休，原是一名云游小道正在与旁人讲述近日于武当所见的趣事……,,0,False
206,道长相求,SpecialEvent,af960b8f-513f-4f89-af10-a07e6180a707,翩翩云中鹤，遥遥故人信。{0}于{1}收到一封飞鹤传书……,Character|Location,5,False
207,寻找洞天,NormalEvent,70bebdd1-a192-4175-bf4a-51e4bc9b91a2,{0}灵气郁积，清辉不散，正是神仙洞府所在之地，{1}可以道术再作探查……,Location|Character,0,False
208,武当昌盛,SpecialEvent,2a78b810-5146-4ca3-b867-2650b453d1de,江湖言传，武当众人得先武当祖传道，道心坚定，终得昌盛……,,10,False
209,武当衰落,SpecialEvent,4e19e07c-13fb-4118-92f1-122f1d234cc0,江湖言传，武当众人得先武当祖传道，道心动摇，终至落寞……,,10,False
210,失心人袭击,SpecialEvent,926bcace-f1b1-4b3d-8872-d51defaf8cfc,在{0}遭遇了堕入相枢魔道的{1}袭击！,Location|Character,0,False
211,弟子入魔,SpecialEvent,d96e9f5a-04d3-444a-816d-c4df7fb26a0a,临时文本大量元山弟子入魔,,0,False
212,神入石牢,SpecialEvent,fed84ccf-8d37-4c68-b593-2ee460c3adca,神思迷蒙，神入石牢。,,0,False
213,元山衰落,SpecialEvent,83c11763-4c6c-414d-ab16-5f15e091faa2,江湖言传，元山衰落。,,0,False
214,叛敌来袭,SpecialEvent,2367b03a-7001-4cea-b8d0-6dd401b2199e,烟尘犯海岭，鼓角动狮相。狮相门附近忽然出现大批飞狮堂弟子，争夺地盘，霸道横行，伤及众多无辜百姓！,,5,False
215,远寄音书,SpecialEvent,2ad527af-f91d-46d3-a9a5-882c60089d4c,深意托双鱼，山水万重书。一名陌生人正在{0}寻找太吾传人，似是要替人传信……,Location,3,False
216,久侯无信,SpecialEvent,0e74c5a1-e79a-4449-9067-d7530be59840,在{0}久侯多日，却并未收到狮相门来信，又忽听得路人窃窃私语……,Location,3,False
217,狮相切磋,NormalEvent,2f802ef3-8e97-4f61-a991-88f5fbe3bf44,{0}兴致所至，在{1}提出与{2}切磋狮相绝艺！,Character|Location|Character,0,False
218,狮相衰落,SpecialEvent,f30fe1fc-bd13-45cf-b290-4e470f5820c6,江湖言传，狮相门虽在广东痛歼异族来敌，然士气萎顿，人心涣散，门中多有伤亡。,,10,False
219,民怨载道,SpecialEvent,c598abbf-c486-4ecb-be6f-123b6a29b712,{0}在{1}见到了受苦的百姓,Character|Location,0,False
220,金刚袭来,SpecialEvent,f75577f5-d198-4e4a-8467-f7cffc7c63cc,西域高僧行踪泄露，金刚宗弟子追击而来……,,3,False
221,僧人遭劫,SpecialEvent,676bffe7-07b2-409d-873e-3055fda6abd8,密林深处，一桩血案扑朔迷离……,,5,False
222,驱邪除祟,SpecialEvent,ed39ab40-2295-4a0b-b0fb-4ed6865b5091,行路匆匆之时，偶遇当地村民，愿出手为{0}煨桑驱邪……,Character,0,False
223,高僧显灵,SpecialEvent,fe50e807-84d5-4da3-b8fd-e56d04ff3ff7,恍惚睡梦，又见高僧魂灵，不知轮回之事有何不测……,,10,False
224,古刹传闻,NormalEvent,5c8591ab-b9b4-44ce-bc6d-a1cc6c5d9c75,坊间似有古刹遗迹传言，玄乎异常，不知虚实……,,0,False
225,金刚昌盛,SpecialEvent,437cce36-d3c1-481c-af00-75edcf125fcb,江湖言传，无量金刚宗寻获稀世宝经，传经弘法，人人称颂，终得昌盛……,,10,False
226,金刚衰落,SpecialEvent,b5c4c984-0587-4da0-b292-1f20548dbd95,江湖言传，无量金刚宗作恶多端，佛怒人怨，乃至西域香火断绝，终至落寞……,,10,False
227,无名蛊毒,SpecialEvent,aaf1e541-cd5d-4778-85d9-2326a95a2ca5,{0}行路途中，忽感不适，竟身受莫名损伤……,Character,3,False
228,五仙昌盛,SpecialEvent,5f0a82a3-2731-4ce3-b4d3-862cc68697ed,江湖言传，五仙教弟子敬奉鬼神，尊爱自然，五仙之地民性质朴，和气如春……,,10,False
229,五仙衰落,SpecialEvent,6b8df43e-efc2-4aa2-a7eb-49fcf02d73d5,江湖言传，五仙教弟子为修习苗疆秘术，以致身心悲苦，哀郁不绝……,,10,False
230,五仙衰落,SpecialEvent,c10c1a24-dafe-491a-9eea-64b08123539b,江湖言传，五仙教弟子为修习苗疆秘术，以致身心悲苦，哀郁不绝……,,10,False
231,五仙异事,SpecialEvent,a9db6b16-b367-44b1-9b76-80892ed1f173,五仙教近日不知何故，竟是怪事频发，以致人心惶惶……,,3,False
232,心毒发作,SpecialEvent,,中五圣心毒的人给玩家下毒,,0,False
233,心毒发作,NormalEvent,3f76f33a-8abc-4879-ad6b-c651aa52398a,在{1}与心毒发作的{0}狭路相逢，遭遇袭击！,Character|Location,0,False
234,峨眉昌盛,SpecialEvent,2746de35-3335-4ee2-82ab-501ac340cccc,江湖言传，峨眉派诛杀恶妖，拨乱反正，从此了悟祖师秘籍真谛，终得昌盛……,,0,False
235,峨眉衰落,SpecialEvent,40656ea6-96ca-4b22-9f86-96ef6ae4a15c,江湖言传，峨眉派祖师秘籍尽皆信手涂鸦，门中弟子无人知其真意，修行受阻，终至落寞……,,0,False
236,界青昌盛,SpecialEvent,22deaa19-d549-49f4-b7f7-8bcc1f0e641c,玉蝉传信，界青门内乱已平，门中宿怨就此了断，无谓的内斗伤亡自此消弭，终至昌盛……,,0,False
237,界青衰落,SpecialEvent,c19e6756-c231-4c22-bb92-14ce813bec71,江湖言传，界青门内乱不止，门人死伤惨重，界青自此一蹶不振，终至落寞……,,0,False
238,血犼空墓,NormalEvent,fe479d84-2400-4751-9f3a-99af9e2b9f88,青冢应埋魂，幽宫坟已空，传言血犼教弟子寻得祖师之墓，墓中却已是空空如也……,,3,False
239,血犼寻人,SpecialEvent,65c3a6ab-3443-4da9-b9f1-ab35e514cef3,血犼教弟子似正在四方寻人，作恶不止，势要问得{0}踪迹……,Character,3,False
240,不速之客,SpecialEvent,40e09cf5-15c9-4c41-961a-26003ba91e07,忽有不速之客自血犼教不请自来，气势汹汹，想必来者不善……,,5,False
241,华居来访,SpecialEvent,85b0efd1-4674-4a9a-8c75-2266726ec428,{0}于{1}结识了一名然山派玉符宗弟子……,Character|Location,3,False
242,玄质来访,SpecialEvent,c973d8d3-3bf1-4b7d-9f0b-e1cdd0e90947,{0}于{1}结识了一名然山派神剑宗弟子……,Character|Location,3,False
243,迎娇来访,SpecialEvent,f653a3a1-3481-433c-9413-cef06235dd8a,{0}于{1}结识了一名然山派阴阳宗弟子……,Character|Location,3,False
244,然山昌盛,SpecialEvent,6a39447f-793d-4b27-b7e9-568824a42a77,江湖言传，然山一派于上届三宗比武当中，得立派祖师鬼谷子真传，终得昌盛……,,1,False
245,然山衰落,SpecialEvent,96c45490-928f-49e0-afc8-2072c8d0ddf7,江湖言传，然山一派于上届三宗比武当后，迷失仙途，日渐衰落……,,1,False
246,老僧入梦,SpecialEvent,20a4c183-a9ee-4381-865a-798fcb3d557b,一梦既见佛陀，老僧恰入梦来……,,15,False
247,老僧入梦,SpecialEvent,fa0acdb4-0250-4991-b953-1ac00bc6122c,一梦既见佛陀，老僧恰入梦来……,,15,False
248,了悟禅武,SpecialEvent,3b261a2c-eea8-4a2a-af07-4be334a00837,灭除恶业，三业清净。诸法虚妄，此心终得禅武之道……,,10,False
249,机缘未到,NormalEvent,fd31d2eb-bdfd-4ee1-932d-ee4aa9da6ed1,时运虽至，缘法未够，虽得佛陀一梦，却尚未修得正果……,,3,False
250,求知若渴,NormalEvent,2ff827bb-2f5e-494e-9d42-ee6838f3ac61,未知道义，寻人为师。{0}求知若渴，在{1}请求{3}赠予{2}……,Character|Location|ItemKey|Character,3,False
251,求知若渴,NormalEvent,a86a19e6-e10a-4ea2-94fa-318f97418e0e,未知道义，寻人为师。{0}求知若渴，在{1}请求{3}相助解读{2}……,Character|Location|ItemKey|Character,3,False
252,捷报频传,NormalEvent,c16f1945-aa6b-4e2f-8278-daad37c08ab3,眼望捷旌旗，耳听好消息。狮相门羽书捷至，血战功成，振奋人心！,,3,False
253,狮相昌盛,SpecialEvent,b719c0b9-8f69-409e-a20a-6c16f0f8056a,江湖言传，狮相门与太吾传人在广东痛歼异族来敌，破军杀将！,,10,False
254,老僧挑战,NormalEvent,2e13b2da-b596-4fd5-a0a6-2621887e9d7f,梦中习武已久，终有试炼之时，老僧入梦，今日或需一战……,,0,False
255,佛法将成,NormalEvent,6847842a-bd1e-4794-a939-263d2f7a144e,心若清净，无复魔业，如今佛梦之因缘，终得修成……,,0,False
256,佛法将成,NormalEvent,bea0d4a5-9bf8-4cff-8169-2512213ff7b4,心若清净，无复魔业，却知佛法万相，竟已是修成……,,0,False
257,狮相来信,SpecialEvent,956394bd-b511-41cc-ab62-d037470ec1c8,闻道烽烟动，红云映戎装。狮相门战事休罢，驰书托{0}……,Character,5,False
258,捷报频传,NormalEvent,038f7b78-93dc-4b64-81de-bdfd9d8979bd,眼望捷旌旗，耳听好消息。狮相门羽书捷至，血战功成，振奋人心！,,3,False
259,异族来敌,SpecialEvent,38e13a25-c1db-4850-a71a-91f84a0a9509,戎马鸣金鼙鼓震，万民牵衣顿足拦道哭，异族来敌进犯广东！,,10,False
260,狮相烽火,SpecialEvent,c0e7e5e5-d4db-4499-b2bf-2de32038ddd0,莲花山万籁俱寂，不闻人语犬吠，狮相门烽火将熄，旌旗欲倒……,,0,False
261,堂主捷报,SpecialEvent,dad2487c-6534-4130-a2da-aec5784fa83d,江湖传闻：狮相门飞狮堂堂主雷坤英勇善战，已尽数驱灭盘踞于莲花山的一众外道……,,5,False
262,邪祟来袭,NormalEvent,f87e13e8-96e5-4590-a979-312530279465,神木之周，邪祟现世，正要前往啃食神木……,,0,False
263,神木凋萎,NormalEvent,45870f83-4919-4241-b15b-a3f6e644ec47,神木凋敝，死灰不燃。位于{0}的神木遭到相枢爪牙毁坏！,Location,0,False
264,道长来信,SpecialEvent,72431c90-738c-4944-8832-c6b8148c14e2,翩翩云中鹤，遥遥故人信。{0}于{1}收到邋遢道长所赠包裹……,Character|Location,5,False
265,树下遇仙,SpecialEvent,ee6f37d3-32e0-47e3-9c25-d082ee1240cd,{0}于{1}依稀梦见，位于{3}的神木树下浮瑞霭，得道之真人乘风来，看来仙缘已至……,Character|Location|Character|Location,10,False
266,遇到爪牙,SpecialEvent,0f499b42-2aba-4987-a60b-a00d5e75b84e,千劫不尽，邪秽将至。{0}在位于{1}的神木树下与邪祟狭路相逢……,Character|Location,5,False
267,道长来信,SpecialEvent,6dea23a6-af77-4a03-b41b-d8ff0308252a,翩翩云中鹤，遥遥故人信。{0}于{1}收到邋遢道长的书信……,Character|Location,5,False
268,锦书谁寄,SpecialEvent,290e09c4-e3f3-4891-8d99-780fbcf36c15,{0}行路途中，忽有一封无名书信传来……,Character,3,False
269,偶遇神医,SpecialEvent,6b9402df-12b2-400d-9132-b294b2bda8c3,{0}近来体有抱恙，寝食难安之时，恰遇医者前来探问……,Character,5,False
270,神秘来客,SpecialEvent,2f1aad09-e04e-41e6-84b9-0639980ade8b,{0}行路途中，忽有黯然神伤之人匆匆寻来，不知何故……,Character,5,False
271,明镜有灵,NormalEvent,18cdf205-9302-4054-baed-a1ac6a541f53,一明珏旁，玄感忽生，似有千山幻梦忽而显现镜中……,,3,False
272,孤鸾别鹤,SpecialEvent,82826966-26b7-4b56-829e-80851430fc25,世有无常，幻化成空，{0}本已为筠儿寻得系心之人，却因路途遥远，未能及时返回，忽而生变……,Character,5,False
273,孤鸾悲音,SpecialEvent,0177e00a-f900-457a-abd3-ac7bffd3cbcf,璇女派中流言忽起，只道夜半璇女峰顶，哀歌乍响，却不见人影徘徊，极是吊诡……,,3,False
274,永世之音,SpecialEvent,610b431a-a4a3-46e7-9119-9a6f34e42858,既已得了纸张，便可将《孤鸾镜水谣》装订为一册曲谱集……,,5,False
275,隔世重逢,SpecialEvent,56f6b54f-2e83-46eb-8798-d263d542a61c,{0}已为筠儿寻得系心之人，既已返回璇女峰中，还需速速前去相见……,Character,5,False
276,神木灵化,NormalEvent,7f06e8eb-e8c2-4364-ab5d-b4425ba5b7a5,神木至灵，则有山川之化。位于{0}的神木萎绝凋敝，其灵源养被{0}万物……,Location,0,False
277,魔念侵扰,SpecialEvent,1d97e2a9-ff13-4f07-81de-a9ae167f1f5d,{0}在{1}受到相枢魔念侵扰…,Character|Location,15,False
278,邪祟来袭,NormalEvent,78442db8-b67b-4bff-a01b-18a59907eca4,神木之周，邪祟现世，正要前往啃食神木…,,0,False
279,似曾相识,SpecialEvent,b2f60857-1468-4241-9884-5f3533e0194d,前尘已尽，因缘未了，在{1}忽遇{0}前来寻访…,Character|Location,1,False
280,指点武学,NormalEvent,54a700fe-f097-4cec-a5cd-9cbb68587524,{0}在{1}有意指点{2}一些{3}的习练法门…,Character|Location|Character|CombatSkill,0,False
281,身怀六甲,NormalEvent,11211fd5-8cfd-4113-a948-f5e587cdea1a,{0}在{1}感应到腹中胎气…,Character|Location,0,False
282,野性难驯,SpecialEvent,1a53cd4f-b022-46ff-915c-0da6a6044a41,{0}在{1}不受驯驭，忽然野性大发…,CharacterTemplate|Location|ItemKey|Location,0,False
283,村中急信,SpecialEvent,583308f4-2ade-4ec5-831e-dcfca90d4e98,事出反常，必有蹊跷。太吾村中传来急信，却不知所为何事……,,1,False
284,长蛟茁长,NormalEvent,8e36522c-c6df-4516-a478-724a06cc3fec,在{0}收到来自蛟池的消息：近日{1}虽有成长，然情态却异乎寻常……,Location|JiaoLoong,0,False
285,囚牛笙歌,NormalEvent,02c1b765-7d54-4c3a-a3ab-7718e2e20092,{1}常伴{0}身侧，日日无忧无虑，自在快活，今日却颇有几分不寻常之处……,Character|JiaoLoong,0,False
286,睚眦必报,NormalEvent,11dcfeeb-4c76-41cf-b08a-8fc907457706,{1}常伴{0}身侧，日日无忧无虑，自在快活，今日却颇有几分不寻常之处……,Character|JiaoLoong|Character,0,False
287,嘲风秘报,NormalEvent,4991f260-4991-4f1e-9cec-681d8202a71c,{1}常伴{0}身侧，日日无忧无虑，自在快活，今日却颇有几分不寻常之处……,Character|JiaoLoong|Character,0,False
288,蒲牢巨声,NormalEvent,8248d3a2-4688-4c38-a09a-e4ddd3a28e69,{1}常伴{0}身侧，日日无忧无虑，自在快活，今日却颇有几分不寻常之处……,Character|JiaoLoong|Cricket,0,False
289,狻猊嬉斗,NormalEvent,a3fb0a88-1cee-4b52-b587-676af7a2c0cc,{1}常伴{0}身侧，日日无忧无虑，自在快活，今日却颇有几分不寻常之处……,Character|JiaoLoong|Item|Integer,0,False
290,霸下觅宝,NormalEvent,843fefb2-3dae-47e6-897a-8d343c5c8f89,{1}常伴{0}身侧，日日无忧无虑，自在快活，今日却颇有几分不寻常之处……,Character|JiaoLoong,0,False
291,狴犴持衡,NormalEvent,919d1214-b3ae-46e0-84a0-21898e812138,{1}常伴{0}身侧，日日无忧无虑，自在快活，今日却颇有几分不寻常之处……,Character|JiaoLoong,0,False
292,负屃舞文,NormalEvent,d774a0d8-62c5-4691-88b9-51ff3c981c29,{1}常伴{0}身侧，日日无忧无虑，自在快活，今日却颇有几分不寻常之处……,Character|JiaoLoong|Item|Integer,0,False
293,螭吻养内,NormalEvent,c7a6bef9-8418-4ff4-9554-99826ad85792,{1}常伴{0}身侧，日日无忧无虑，自在快活，今日却颇有几分不寻常之处……,Character|JiaoLoong,0,False
294,小龙袭击,SpecialEvent,6be0d9de-1e17-49b6-a25b-bf0b162d30fb,{0}在{1}遭遇了{2}的袭击！,Character|Location|CharacterTemplate,0,False
295,育蛟有成,SpecialEvent,0db9a1eb-1206-4de6-bd06-dad4fc294af2,在{0}收到来自蛟池的消息：近日{1}发荣滋长，已有化为龙子之质……,Location|JiaoLoong,0,False
296,五仙来信,SpecialEvent,99b77a8f-0bd2-409b-a647-c2c11a10cd6c,于{1}收到一封古怪的信件，似乎乃是五仙来信……,Character|Location,5,False
297,僧人来访,SpecialEvent,076691a0-9b1a-4d8a-a2e7-81802d55744f,一人传十，十人传百，有中原僧人听闻西域高僧美名，慕名前来……,,5,False
298,金刚来信,NormalEvent,35edba36-194a-47dd-8198-17f1fcb48855,迟迟未见西域高僧，金刚宗中竟传书催促，步步紧逼……,Character,0,False
299,信受奉行,SpecialEvent,fc5dd1ce-07bb-41c9-a49c-28317470f30a,世人各有信念，自觉欢喜，信受奉行。焚香礼佛本为寻常，{0}却忽有奇闻……,Character,5,False
300,经书秘闻,SpecialEvent,f0c3de42-c5b1-41e4-8a65-d0c1b03c2be5,高僧苦思多日，终有所得……,,5,False
301,高僧托梦,SpecialEvent,cef4e4b5-6f81-4da1-937e-ffe0dbb837b8,万千法相，朦胧颠倒，不知何方僧人梦中说梦……,,3,False
302,真经何求,SpecialEvent,b48ad5b0-cdde-488f-8ced-a589e9b5d065,高僧行踪再次成谜，{0}却再见金刚弟子……,Character,15,False
303,百姓受害,SpecialEvent,38eb8243-00ca-4b34-b9aa-6f37142fc360,无量金刚宗囚禁村人，戕害不辜，此地百姓未得解救，终是血流成河……,,2,False
304,再入轮回,SpecialEvent,5110afaa-5b5f-4a8f-ab7a-affe2142b541,因{0}相助，高僧魂灵终得再入轮回……,Character,3,False
305,魂灵消散,SpecialEvent,5381846f-e1e6-4720-9601-6aadd02313ec,轮回台中，业已空空，魂灵缥缈，不知去处……,,3,False
306,偶遇妇人,SpecialEvent,90e11369-75ee-45d7-a1ea-752432cfc7d9,于{0}遇到一名神情焦急的妇人，她似乎有话欲要告知太吾……,Location,5,False
307,鲤跃龙门,SpecialEvent,e0bdd40f-b647-4534-b11e-efee1d634c9f,黄河三尺鲤，本在孟津居，点额不成龙，归来伴凡鱼。,,3,False
308,仙鹤传书,NormalEvent,c55bb515-e8bd-4d7b-b8f4-40ef920ed614,{0}行路途中，收到一只古怪纸鹤……,Character,0,False
309,恍若隔世,SpecialEvent,6b84caac-74c7-4761-b334-edea12fdb200,仙家诸事，扑朔迷离，{0}于{1}陷入沉思……,Character|Location,5,False
310,仙鹤回翔,SpecialEvent,6121c37a-f66a-421c-84dc-687ed3da8568,{0}行路途中，收到古怪纸鹤若干……,Character,15,False
311,百花奇事,SpecialEvent,c3a4819a-d6c5-41a8-a1a7-9fc32e33f6b2,山水翠，草木芳，本是人间少有地，奈何有邪物打破了此地的宁静……,,5,False
312,初梦前尘,SpecialEvent,28d549b7-455b-4c36-af78-0503c0ffb10a,星月黯淡，万物沉寂，一段前尘，现于{0}梦中……,Character,5,False
313,再梦前尘,SpecialEvent,bf5b18e1-1f00-49be-80e2-643bd140244b,星月黯淡，万物沉寂，一段前尘，复现于{0}梦中……,Character,5,False
314,无忧来访,SpecialEvent,846051d7-ad0b-4bcb-a30b-6cebb0c1dd3d,一段时日之后，一名黑衣少年前来拜访{0}……,Character,3,False
315,百花昌盛,SpecialEvent,913fed24-2151-4a4a-98ad-9f2521346617,江湖言传，白鹿泽遭受大劫，百花谷上下万众一心，成功度过此劫……,,1,False
316,百花衰落,SpecialEvent,5c2dc280-8ef4-4db0-a257-c51aacd26988,江湖言传，白鹿泽遭受大劫，百花谷无力应对，落得元气大伤……,,1,False
317,杀人夺心,SpecialEvent,9bef300e-ef1e-469f-bbc6-51150d229421,听闻近日有一白衣少女于{0}杀人夺心，以致当地人人自危……,Location,3,False
318,商队拜访,SpecialEvent,1e31b702-bf2f-4b0a-98b3-aee867a030a5,太吾传人复归，商队特意前来拜访…,,0,False
319,弟子报恩,SpecialEvent,0a9a6fc4-c89c-4fd3-b9c9-617bec8d5fcd,于{0}遇见一名门派弟子，此人似是来报答太吾传人的救命之恩……,Location,0,False
320,夺心之人,SpecialEvent,8404e31c-de4d-4e12-9348-58b3ac3281a9,静夜沉沉，白影破空，“杀人夺心”的元凶终于显露踪迹……,,10,False
321,毁人神智,SpecialEvent,0423001e-3c3b-444c-8489-316577f0eede,听闻近日有一黑衣少年于{0}毁人神智，以致当地人人自危……,Location,3,False
322,毁神之人,SpecialEvent,a8d1cbf3-fa48-4531-be5e-7a5b18328b95,清光皎皎，黑影如团，“毁人神智”的元凶终于显露踪迹……,,10,False
323,巨鹰袭击,SpecialEvent,6b485099-1127-463c-9c03-15e5ce447c77,近日，太吾村边常见鸢飞戾天，似有猛禽往复徘徊，玄鸮受其袭扰，身已负伤……,,10,False
324,野兽嚎叫,SpecialEvent,1eeb6a45-7b08-444e-aaee-90058e390433,近日，太吾村边常闻狼嗥鬼啸，似有猛兽横行出没，白鹿受其惊吓，终日惶惶……,,10,False
325,遭遇死气,SpecialEvent,0fc236fd-a4b8-46aa-a79c-548590829b8b,异臭扑鼻，黑气障目，在{1}与身患神秘疯症的{0}狭路相逢！,Character|Location,0,False
326,复生之人,SpecialEvent,930e3d91-1359-429e-89fe-5f51d30c64b7,死气氤氲，怪风膻腥之地，却见一道人影正矗立其中……,,10,False
